[CURSOR-ABS] hand=(0.530,0.285) filter=(0.530,0.285) target=(777,714) cursor=(118,178)
[CURSOR-ABS] hand=(0.534,0.292) filter=(0.530,0.286) target=(774,717) cursor=(773,712)
[CURSOR-ABS] hand=(0.537,0.300) filter=(0.532,0.289) target=(770,722) cursor=(774,717)
[CURSOR-ABS] hand=(0.541,0.313) filter=(0.533,0.293) target=(764,730) cursor=(770,722)
[CURSOR-ABS] hand=(0.548,0.328) filter=(0.536,0.299) target=(754,744) cursor=(764,730)
[CURSOR-ABS] hand=(0.551,0.342) filter=(0.538,0.307) target=(744,760) cursor=(754,744)
[CURSOR-ABS] hand=(0.558,0.359) filter=(0.542,0.316) target=(719,793) cursor=(744,760)
[CURSOR-ABS] hand=(0.562,0.372) filter=(0.545,0.326) target=(686,836) cursor=(719,792)
[CURSOR-ABS] hand=(0.565,0.389) filter=(0.549,0.337) target=(648,889) cursor=(686,836)
[CURSOR-ABS] hand=(0.567,0.398) filter=(0.552,0.348) target=(610,944) cursor=(648,888)
[CURSOR-ABS] hand=(0.566,0.406) filter=(0.554,0.358) target=(576,1000) cursor=(610,944)
[CURSOR-ABS] hand=(0.562,0.410) filter=(0.556,0.368) target=(549,1054) cursor=(576,1000)
[CURSOR-ABS] hand=(0.559,0.416) filter=(0.556,0.377) target=(527,1080) cursor=(549,1053)
[CURSOR-ABS] hand=(0.554,0.421) filter=(0.556,0.385) target=(513,1080) cursor=(527,1080)
[CURSOR-ABS] hand=(0.548,0.423) filter=(0.555,0.392) target=(509,1080) cursor=(513,1080)
[CURSOR-ABS] hand=(0.542,0.428) filter=(0.552,0.398) target=(511,1080) cursor=(509,1080)
[CURSOR-ABS] hand=(0.535,0.427) filter=(0.549,0.403) target=(522,1080) cursor=(511,1080)
[CURSOR-ABS] hand=(0.529,0.429) filter=(0.546,0.408) target=(539,1080) cursor=(522,1080)
[CURSOR-ABS] hand=(0.522,0.427) filter=(0.542,0.411) target=(562,1080) cursor=(539,1080)
[CURSOR-ABS] hand=(0.516,0.435) filter=(0.537,0.415) target=(587,1080) cursor=(562,1080)
[CURSOR-ABS] hand=(0.511,0.441) filter=(0.533,0.420) target=(612,1080) cursor=(587,1080)
[CURSOR-ABS] hand=(0.507,0.451) filter=(0.528,0.425) target=(638,1080) cursor=(612,1080)
[CURSOR-ABS] hand=(0.503,0.456) filter=(0.524,0.431) target=(662,1080) cursor=(638,1080)
[CURSOR-ABS] hand=(0.502,0.461) filter=(0.520,0.436) target=(684,1080) cursor=(662,1080)
[CURSOR-ABS] hand=(0.501,0.461) filter=(0.517,0.441) target=(703,1080) cursor=(684,1080)
[CURSOR-ABS] hand=(0.503,0.458) filter=(0.515,0.444) target=(719,1080) cursor=(703,1080)
[CURSOR-ABS] hand=(0.505,0.450) filter=(0.513,0.445) target=(730,1080) cursor=(719,1080)
[CURSOR-ABS] hand=(0.506,0.438) filter=(0.512,0.444) target=(740,1080) cursor=(730,1080)
[CURSOR-ABS] hand=(0.507,0.429) filter=(0.511,0.441) target=(748,1080) cursor=(740,1080)
[CURSOR-ABS] hand=(0.508,0.415) filter=(0.510,0.437) target=(756,1080) cursor=(748,1080)
[CURSOR-ABS] hand=(0.508,0.403) filter=(0.510,0.431) target=(764,1080) cursor=(756,1080)
[CURSOR-ABS] hand=(0.507,0.383) filter=(0.509,0.422) target=(774,1080) cursor=(764,1080)
[CURSOR-ABS] hand=(0.506,0.363) filter=(0.509,0.412) target=(786,1080) cursor=(774,1080)
[CURSOR-ABS] hand=(0.505,0.339) filter=(0.508,0.399) target=(801,1080) cursor=(786,1080)
[CURSOR-ABS] hand=(0.504,0.322) filter=(0.507,0.385) target=(816,1080) cursor=(801,1080)
[CURSOR-ABS] hand=(0.501,0.301) filter=(0.506,0.370) target=(833,1027) cursor=(816,1080)
[CURSOR-ABS] hand=(0.501,0.283) filter=(0.505,0.343) target=(860,886) cursor=(833,1027)
[CURSOR-ABS] hand=(0.500,0.262) filter=(0.504,0.328) target=(872,819) cursor=(860,886)
[CURSOR-ABS] hand=(0.501,0.247) filter=(0.503,0.314) target=(878,776) cursor=(872,819)
[CURSOR-ABS] hand=(0.502,0.228) filter=(0.503,0.298) target=(879,742) cursor=(878,776)
[CURSOR-ABS] hand=(0.503,0.212) filter=(0.503,0.282) target=(879,707) cursor=(879,742)
[CURSOR-ABS] hand=(0.504,0.197) filter=(0.503,0.266) target=(878,673) cursor=(879,707)
[CURSOR-ABS] hand=(0.505,0.183) filter=(0.504,0.250) target=(877,639) cursor=(878,673)
[CURSOR-ABS] hand=(0.507,0.166) filter=(0.504,0.235) target=(875,605) cursor=(877,639)
[CURSOR-ABS] hand=(0.507,0.154) filter=(0.505,0.220) target=(873,573) cursor=(875,605)
[CURSOR-ABS] hand=(0.510,0.147) filter=(0.506,0.206) target=(870,543) cursor=(873,573)
[CURSOR-ABS] hand=(0.511,0.141) filter=(0.506,0.194) target=(866,516) cursor=(870,544)
[CURSOR-ABS] hand=(0.512,0.141) filter=(0.507,0.184) target=(863,495) cursor=(866,516)
[CURSOR-ABS] hand=(0.513,0.141) filter=(0.508,0.176) target=(859,478) cursor=(863,496)
[CURSOR-ABS] hand=(0.513,0.153) filter=(0.509,0.172) target=(856,469) cursor=(859,478)
[CURSOR-ABS] hand=(0.515,0.169) filter=(0.510,0.171) target=(852,468) cursor=(856,469)
[CURSOR-ABS] hand=(0.517,0.190) filter=(0.511,0.175) target=(847,475) cursor=(852,468)
[CURSOR-ABS] hand=(0.518,0.212) filter=(0.513,0.181) target=(843,490) cursor=(847,475)
[CURSOR-ABS] hand=(0.519,0.234) filter=(0.514,0.190) target=(839,509) cursor=(843,490)
[CURSOR-ABS] hand=(0.519,0.259) filter=(0.515,0.202) target=(835,535) cursor=(839,509)
[CURSOR-ABS] hand=(0.520,0.281) filter=(0.515,0.216) target=(832,565) cursor=(835,535)
[CURSOR-ABS] hand=(0.520,0.305) filter=(0.516,0.232) target=(829,599) cursor=(832,565)
[CURSOR-ABS] hand=(0.520,0.320) filter=(0.517,0.248) target=(827,634) cursor=(829,599)
[CURSOR-ABS] hand=(0.520,0.334) filter=(0.517,0.264) target=(824,668) cursor=(827,634)
